,Id,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
341,342,20,8400,4,4,1950,1950,0,721,721,841,0,841,0,1,0,2,1,4,0,1,294,250,0,24,0,0,0,0,9,2009,-1.2451923378627636
342,343,90,8544,3,4,1949,1950,0,0,0,1040,0,1040,0,2,0,2,2,6,0,2,400,0,0,0,0,0,0,0,5,2006,-1.1759598766435087
343,344,120,8849,9,5,2005,2005,28,1656,1684,1684,0,1684,0,2,0,2,1,6,1,2,564,495,72,0,0,0,0,0,7,2008,1.0709481829268572
344,345,160,2592,5,3,1976,1976,129,175,536,536,576,1112,0,1,1,3,1,4,0,1,336,182,0,0,0,0,0,0,4,2010,-1.2074291771977155
345,346,50,6435,6,5,1939,1950,0,972,972,972,605,1577,0,1,0,3,1,6,1,1,312,0,0,0,0,0,0,0,10,2006,-0.5125870209608292
346,347,20,12772,6,8,1960,1998,498,460,958,958,0,958,0,1,0,2,1,5,0,1,301,0,0,0,0,0,0,15500,4,2007,-0.3703457824558145
347,348,20,17600,6,5,1960,1960,1270,208,1478,1478,0,1478,1,2,0,3,1,6,2,2,498,0,40,0,0,0,0,0,12,2009,-0.29481946112571816
348,349,160,2448,7,5,2003,2004,573,191,764,764,862,1626,1,2,1,2,1,6,0,2,474,0,27,0,0,0,0,0,10,2008,-0.3388764819016077
349,350,60,20431,9,5,2005,2006,1410,438,1848,1848,880,2728,1,2,1,4,1,10,2,3,706,0,0,0,0,0,0,0,4,2006,3.225386849748742
350,351,120,7820,9,5,2007,2007,0,1869,1869,1869,0,1869,0,2,0,2,1,6,1,2,617,210,54,0,0,0,0,0,12,2007,1.7262774853878813
351,352,120,5271,7,5,1986,1986,1082,371,1453,1453,0,1453,1,1,1,2,1,6,1,2,445,0,80,0,0,184,0,0,12,2006,0.1142814460789703
352,353,50,9084,5,6,1941,1950,236,0,616,616,495,1111,0,1,0,3,1,5,0,1,200,48,0,0,0,0,0,0,3,2008,-1.0815519749808882
353,354,30,8520,6,8,1928,2003,0,624,624,720,0,720,0,1,0,2,1,5,0,2,484,106,0,0,0,0,0,0,5,2010,-0.9443458245645466
354,355,50,8400,6,5,1940,2000,388,552,940,1192,403,1595,0,1,0,2,1,6,2,1,240,0,0,108,0,0,0,0,6,2006,-0.5151045650051658
355,356,20,11249,6,5,1995,1995,334,322,1200,1200,0,1200,1,2,0,3,1,6,0,2,521,0,26,0,0,0,0,0,8,2007,-0.04306505669206372
356,357,20,9248,6,6,1992,1992,560,598,1158,1167,0,1167,1,2,0,3,1,6,0,2,400,120,26,0,0,0,0,0,7,2009,-0.09970979768963598
357,358,120,4224,5,5,1976,1976,874,268,1142,1142,0,1142,1,1,1,3,1,6,1,2,528,536,90,0,0,0,0,0,8,2007,-0.5906308863352621
358,359,80,6930,5,4,1958,1958,300,468,1062,1352,0,1352,0,1,0,3,1,6,0,1,288,168,0,294,0,0,0,0,7,2006,-0.640981767221993
359,360,60,12011,8,5,1998,1998,956,130,1086,1086,838,1924,1,2,1,3,1,7,1,2,592,208,75,0,0,374,0,0,6,2006,1.2471762660304153
360,361,85,7540,6,6,1978,1978,773,115,888,912,0,912,1,1,0,2,1,5,1,2,470,0,0,0,0,192,0,0,6,2007,-0.31370104145824224
361,362,50,9144,5,5,1940,1982,399,484,883,988,517,1505,1,1,0,3,1,8,0,1,240,0,0,0,0,0,0,0,7,2008,-0.4521659638967522
362,363,85,7301,7,5,2003,2003,0,0,0,495,1427,1922,0,3,0,4,1,7,1,2,672,0,0,177,0,0,0,0,7,2009,0.22127706796327343
363,364,160,1680,6,8,1972,2007,162,321,483,483,504,987,0,1,1,2,1,5,0,1,264,250,0,0,0,0,0,0,5,2009,-0.7920344098821857
364,365,60,18800,6,5,1976,1976,712,84,796,790,784,1574,1,2,1,3,1,6,1,2,566,306,111,0,0,0,0,0,7,2006,0.1142814460789703
365,366,70,10690,5,7,1920,1997,456,216,672,672,672,1344,0,1,0,3,1,6,0,1,468,0,128,218,0,0,0,0,7,2009,-0.42699052345338673
366,367,20,9500,6,5,1963,1963,609,785,1394,1394,0,1394,1,1,1,3,1,6,2,2,514,0,76,0,0,185,0,0,7,2009,-0.2759378807931941
367,368,80,9150,6,5,1962,1962,371,728,1099,1431,0,1431,0,1,0,3,1,6,1,1,296,64,110,0,0,0,0,0,12,2008,-0.20041155946309774
368,369,20,7800,5,6,1954,1954,540,728,1268,1268,0,1268,0,1,0,2,1,7,1,1,244,0,98,0,0,0,0,0,3,2010,-0.6158063267786276
369,370,20,9830,5,7,1959,2006,72,733,1063,1287,0,1287,1,1,0,3,1,7,1,2,576,364,17,0,0,182,0,0,3,2010,-0.23817472012814592
370,371,60,8121,6,5,2000,2000,0,953,953,953,711,1664,0,2,1,3,1,7,1,2,460,100,40,0,0,0,0,0,1,2006,-0.10726242982264561
371,372,50,17120,4,4,1959,1959,0,0,0,1120,468,1588,0,2,0,4,1,7,1,2,680,0,59,0,0,0,0,0,7,2008,-0.5851929911994952
372,373,120,7175,6,5,1984,1984,623,0,744,752,0,752,1,1,0,2,1,4,0,1,264,353,0,0,0,90,0,0,2,2010,-0.7039203683304066
373,374,20,10634,5,6,1953,1953,428,0,608,1319,0,1319,1,1,0,3,1,5,0,1,270,66,0,0,0,0,0,0,11,2009,-0.729095808773772
374,375,60,8200,7,5,2003,2004,0,847,847,847,1081,1928,0,2,1,4,1,8,1,2,434,100,48,0,0,0,0,0,7,2007,0.4856191926186106
375,376,30,10020,1,1,1922,1950,350,333,683,904,0,904,1,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,3,2009,-1.5095344625181009
376,377,85,8846,5,5,1996,1996,298,572,870,914,0,914,0,1,0,2,1,5,0,2,576,0,0,0,0,0,0,0,7,2006,-0.41440280323170403
377,378,60,11143,8,5,2004,2005,0,1580,1580,1580,886,2466,0,3,0,4,1,8,1,2,610,159,214,0,0,0,0,0,12,2007,2.0024394793313784
378,379,20,11394,9,2,2010,2010,1445,411,1856,1856,0,1856,1,1,1,1,1,8,1,3,834,113,0,0,0,0,0,0,6,2010,2.6876142664380125
379,380,60,8123,6,5,2000,2000,0,982,982,1007,793,1800,0,2,1,3,1,7,1,2,463,100,63,0,0,0,0,0,6,2009,-0.024183476359539643
380,381,50,5000,5,6,1924,1950,218,808,1026,1026,665,1691,0,2,0,3,1,6,1,1,308,0,0,242,0,0,0,0,5,2010,-0.6787449278870412
381,382,20,7200,7,5,2006,2006,0,1293,1293,1301,0,1301,1,2,0,2,1,5,1,2,572,216,121,0,0,0,0,0,8,2006,0.08595907558018417
382,383,60,9245,7,5,2006,2006,0,939,939,939,858,1797,0,2,1,3,1,8,0,2,639,144,53,0,0,0,0,0,4,2007,0.41009287128851424
383,384,45,9000,6,3,1928,1950,0,784,784,784,0,784,0,1,0,2,1,5,0,2,360,0,0,91,0,0,0,0,10,2009,-1.32071865919286
384,385,60,53107,6,5,1992,1992,985,595,1580,1079,874,1953,1,2,1,3,1,9,2,2,501,216,231,0,0,0,0,0,6,2007,0.7436674571631063
385,386,120,3182,8,5,2004,2005,24,1232,1256,1269,0,1269,0,2,0,2,1,6,1,2,430,146,20,0,0,144,0,0,4,2010,0.13945688652233573
386,387,50,8410,5,3,1910,1996,0,658,658,658,526,1184,0,1,0,5,1,8,0,0,0,0,151,0,0,0,0,0,5,2006,-1.2577800580844463
387,388,80,7200,6,6,1976,1976,631,410,1041,1125,0,1125,1,1,0,3,1,6,1,1,352,296,0,0,0,0,0,0,10,2009,-0.7039203683304066
388,389,20,9382,7,5,1999,2000,0,1468,1468,1479,0,1479,0,2,0,3,1,6,0,2,577,120,25,0,0,0,0,0,7,2008,0.126869166300653
389,390,60,12474,10,5,2007,2008,1280,402,1682,1742,590,2332,1,2,1,3,1,9,1,3,846,196,134,0,0,0,0,0,8,2008,3.0849834183960927
390,391,50,8405,5,8,1900,1950,241,229,861,961,406,1367,1,1,0,4,1,7,0,1,384,0,130,112,0,0,0,0,4,2008,-0.7794466896605029
391,392,60,12209,6,5,2001,2002,690,114,804,804,1157,1961,1,2,1,3,1,7,1,2,560,125,192,0,0,0,0,0,6,2009,0.4289744516210383
392,393,20,8339,5,7,1959,1959,0,0,0,882,0,882,0,1,0,3,1,5,0,1,294,0,0,0,0,0,0,1200,7,2007,-0.9367931924315369
393,394,30,7446,4,5,1941,1950,266,522,788,788,0,788,0,1,0,2,1,4,2,0,0,0,0,0,0,0,0,0,4,2006,-1.0186133738724747
394,395,50,10134,5,6,1940,1950,0,735,735,735,299,1034,0,1,0,2,1,5,0,1,240,0,39,0,0,0,0,0,7,2007,-0.9053238918773302
395,396,20,9571,5,6,1956,1956,739,405,1144,1144,0,1144,1,1,0,3,1,6,0,1,596,44,0,0,0,0,0,0,6,2010,-0.6535694874436757
396,397,20,7200,5,5,1972,1972,777,117,894,894,0,894,0,1,0,2,1,6,0,2,600,215,0,0,0,0,0,0,9,2009,-0.729095808773772
397,398,60,7590,5,5,1962,1962,540,324,864,876,936,1812,0,2,0,4,1,8,1,1,264,0,168,0,0,0,0,0,7,2007,-0.1437668184655255
398,399,30,8967,5,2,1920,1950,0,961,961,1077,0,1077,0,1,0,2,1,6,0,1,338,0,0,0,0,0,0,0,11,2007,-1.4340081411880046
399,400,60,8125,7,5,2006,2007,812,280,1092,1112,438,1550,1,2,0,2,1,7,0,2,438,0,168,0,0,0,0,0,10,2009,0.7562551773847891
400,401,120,14963,8,5,1996,1996,786,474,1260,1288,0,1288,1,1,1,1,1,4,2,2,500,120,30,0,0,224,0,0,12,2008,0.8128999183823613
401,402,20,8767,7,5,2005,2005,24,1286,1310,1310,0,1310,0,2,0,3,1,6,1,2,400,0,0,0,0,0,0,0,7,2006,-0.20053743666531457
402,403,30,10200,5,8,1940,1997,0,672,672,672,0,672,0,1,0,2,1,4,0,1,240,168,0,0,0,0,0,0,8,2008,-0.9179116120990128
403,404,60,12090,8,5,1998,1998,0,1141,1141,1165,1098,2263,0,2,1,4,1,10,1,2,420,144,123,0,0,0,0,0,7,2006,0.9702464211533953
404,405,60,10364,6,5,1995,1996,0,806,806,806,766,1572,0,2,1,3,1,7,1,2,373,0,40,0,0,0,0,0,5,2007,-0.16264839879804957
405,406,20,9991,4,4,1976,1993,1116,165,1281,1620,0,1620,1,2,0,3,1,8,1,2,490,120,78,0,0,0,0,0,6,2009,-0.3892273627883386
406,407,50,10480,6,5,1936,1950,0,1064,1064,1166,0,1639,0,1,0,3,1,6,0,1,240,0,0,0,0,0,0,0,3,2008,-0.8297975705472338
407,408,70,15576,6,7,1915,1976,0,840,840,840,840,1680,0,2,0,4,1,8,0,1,308,0,0,160,0,0,0,0,3,2008,-0.049358916802905085
408,409,60,14154,7,5,2006,2006,0,1063,1063,1071,1101,2172,0,2,1,3,1,9,1,3,947,192,62,0,0,0,0,0,8,2007,1.2471762660304153
409,410,60,10800,8,5,2007,2008,789,245,1034,1050,1028,2078,1,2,1,3,1,8,1,3,836,0,102,0,0,0,0,0,4,2008,1.999292549275958
410,411,20,9571,5,3,1958,1958,0,1276,1276,1276,0,1276,0,1,0,3,1,5,0,1,350,0,0,0,0,0,0,0,6,2009,-1.5221221827397835
411,412,190,34650,5,5,1955,1955,1056,0,1056,1056,0,1056,1,1,0,3,1,5,0,2,572,264,0,0,0,0,0,0,1,2006,-0.4521659638967522
412,413,20,4403,7,5,2009,2009,578,892,1470,1478,0,1478,1,2,1,2,1,7,1,2,484,0,144,0,0,0,0,0,6,2010,0.5170884931728174
413,414,30,8960,5,6,1927,1950,0,1008,1008,1028,0,1028,0,1,0,2,1,5,1,2,360,0,0,130,0,0,0,0,3,2010,-0.8297975705472338
414,415,60,11228,7,5,1993,1993,50,499,1080,1080,1017,2097,0,2,1,3,1,9,1,3,678,196,187,0,0,0,0,0,12,2008,0.5926148145029138
415,416,20,8899,7,5,2007,2007,24,1316,1340,1340,0,1340,0,2,0,3,1,6,0,2,396,100,30,0,0,0,0,0,8,2007,0.0026787185935312863
416,417,60,7844,6,7,1978,1978,209,463,672,672,728,1400,0,1,1,3,1,6,1,2,440,0,0,0,0,0,0,0,3,2006,-0.39552122289917996
417,418,70,22420,6,6,1918,1950,1128,242,1370,1370,1254,2624,1,2,1,4,1,10,1,3,864,0,0,0,0,0,0,0,11,2007,0.7310797369414237
418,419,50,8160,5,6,1940,1950,312,444,756,756,378,1134,1,1,1,3,1,7,0,1,240,0,0,0,0,0,0,0,4,2007,-0.6913326481087239
419,420,20,8450,5,6,1968,1968,775,281,1056,1056,0,1056,1,1,0,3,1,6,1,1,304,0,85,184,0,0,0,0,7,2010,-0.4899291245618003
420,421,90,7060,7,5,1997,1998,1309,35,1344,1344,0,1344,2,2,0,2,2,8,0,4,784,0,0,0,0,0,0,0,11,2008,0.3194612856923987
421,422,20,16635,6,7,1977,2000,1246,356,1602,1602,0,1602,0,2,0,3,1,8,1,2,529,240,0,0,0,0,0,0,6,2009,0.4289744516210383
422,423,20,21750,5,5,1954,1954,0,988,988,988,0,988,0,1,0,2,1,4,0,2,520,0,0,0,0,0,0,0,2,2008,-0.8549730109905993
423,424,60,9200,8,5,1998,1998,986,484,1470,1470,1160,2630,1,2,1,4,1,8,1,3,696,0,66,0,0,0,0,0,6,2008,1.6877464737893104
424,425,20,9000,6,5,1956,1956,616,580,1196,1196,0,1196,1,1,0,2,1,6,1,1,297,0,44,0,0,0,0,0,5,2008,-0.5276922852268485
425,426,60,3378,7,8,1946,1992,0,651,651,707,682,1389,0,1,1,3,1,6,2,1,240,0,0,126,0,0,0,0,9,2009,-0.5780431661135794
426,427,80,12800,7,5,1989,1989,1518,0,1518,1644,0,1644,1,2,0,2,1,5,1,2,569,80,0,0,0,396,0,0,8,2009,1.1842376649220017
427,428,20,8593,4,6,1957,1957,288,619,907,907,0,907,0,1,0,3,1,5,0,1,352,0,0,0,0,0,0,0,7,2008,-0.9052231901155567
428,429,20,6762,7,5,2007,2007,664,544,1208,1208,0,1208,1,2,0,2,1,6,0,2,628,105,54,0,0,0,0,0,9,2007,0.182255135276057
429,430,20,11457,6,5,1988,1988,1005,387,1392,1412,0,1412,1,2,0,3,1,6,1,2,576,0,0,169,0,0,0,0,3,2009,-0.07453435724627053
430,431,160,1680,6,5,1971,1971,387,96,483,483,504,987,0,1,1,2,1,4,0,1,264,0,0,0,0,0,0,0,7,2008,-1.2023940891090423
431,432,50,5586,6,7,1920,1998,0,901,901,1088,110,1198,0,1,0,4,1,7,0,0,0,0,98,0,0,0,0,0,9,2008,-1.2716265503282973
432,433,160,1920,5,5,1971,1971,471,294,765,765,600,1365,1,1,1,2,1,6,0,2,440,240,36,0,0,0,0,0,8,2007,-0.7353896688846134
433,434,60,10839,6,5,1997,1998,0,926,926,926,678,1604,0,2,1,3,1,7,1,2,470,0,36,0,0,0,0,0,7,2008,0.0009919640838258012
434,435,180,1890,4,7,1972,1972,495,135,630,630,0,630,1,1,0,1,1,3,0,0,0,88,0,0,0,0,0,0,6,2008,-1.2577800580844463
435,436,60,10667,7,6,1996,1996,385,70,799,827,834,1661,1,2,1,3,1,6,1,2,550,158,61,0,0,0,0,0,4,2009,0.39121129095599017
436,437,50,4400,6,8,1920,1950,0,648,648,734,384,1118,0,1,0,2,1,6,0,2,440,0,0,0,0,0,0,0,10,2006,-0.8172098503255512
437,438,45,6000,6,7,1926,2004,0,884,884,904,0,904,0,1,0,2,1,4,0,1,180,0,0,105,0,0,0,0,1,2009,-0.7794466896605029
438,439,30,4280,5,6,1913,2002,365,75,440,694,0,694,0,1,0,2,1,4,1,1,352,0,0,34,0,0,0,0,3,2007,-1.1400848740117129
439,440,50,12354,6,8,1920,2000,0,684,684,684,512,1196,0,1,0,3,1,7,0,2,528,0,46,0,0,0,0,800,8,2009,-0.8927361716556474
440,441,20,15431,10,5,2008,2008,1767,788,3094,2402,0,2402,1,2,0,2,1,10,2,3,672,0,72,0,0,170,0,0,4,2009,4.708799326993164
441,442,90,12108,4,4,1955,1955,133,1307,1440,1440,0,1440,0,2,0,4,2,8,0,0,0,0,0,0,0,0,0,0,9,2008,-0.7920344098821857
442,443,50,6240,5,7,1930,1992,0,1078,1078,1128,445,1573,0,2,0,3,1,8,1,2,360,0,0,0,0,0,0,0,6,2008,-0.22684577192863145
443,444,120,3922,7,5,2006,2007,0,1258,1258,1258,0,1258,0,2,0,2,1,6,1,3,648,144,16,0,0,0,0,0,6,2007,-0.10600365780047734
444,445,60,8750,7,5,1994,1995,642,273,915,933,975,1908,1,2,1,4,1,8,1,2,493,144,133,0,0,0,0,0,7,2008,0.3660358505126247
445,446,20,9855,6,5,1956,1956,0,1436,1436,1689,0,1689,0,1,0,3,1,7,1,2,480,0,0,0,0,0,0,0,11,2009,-0.6724510677761998
446,447,20,16492,6,6,1966,2002,247,557,1517,1888,0,1888,0,2,1,2,1,6,1,2,578,0,0,0,0,0,0,0,6,2010,0.1142814460789703
447,448,60,11214,7,5,1998,1999,0,930,930,956,930,1886,0,2,1,4,1,10,1,2,431,89,0,0,0,0,0,0,7,2006,0.23889987627362924
448,449,50,8600,6,6,1937,1950,0,780,780,780,596,1376,0,2,0,3,1,7,1,1,198,0,0,0,0,0,0,0,6,2006,-0.7731528295496616
449,450,50,6000,3,7,1948,2002,331,318,649,679,504,1183,0,1,1,2,1,6,0,1,308,0,176,0,0,0,0,0,6,2007,-0.7668589694388203
450,451,30,5684,6,8,1930,2005,0,813,813,813,0,813,0,1,0,2,1,5,0,1,270,0,113,0,0,0,0,0,6,2006,-0.8927361716556474
451,452,20,70761,7,5,1975,1975,655,878,1533,1533,0,1533,1,2,0,2,1,5,2,2,576,200,54,0,0,0,0,0,12,2006,1.2471762660304153
452,453,60,9303,6,5,1996,1997,742,130,872,888,868,1756,1,2,1,3,1,7,0,2,422,144,122,0,0,0,0,0,7,2007,0.2905095291825284
453,454,60,9000,8,5,2008,2008,0,768,768,786,804,1590,0,2,1,3,1,6,0,2,676,0,30,0,0,0,0,0,6,2009,0.3660358505126247
454,455,90,9297,5,5,1976,1976,1606,122,1728,1728,0,1728,2,2,0,4,2,8,0,2,560,0,0,0,0,0,0,0,7,2006,0.08910600563560485
455,456,20,9600,7,6,1973,1973,916,326,1242,1242,0,1242,0,1,1,3,1,6,1,2,528,0,0,0,0,0,0,0,9,2007,-0.06824049713542917
456,457,70,4571,5,5,1916,1950,0,624,624,624,720,1344,0,1,0,4,1,7,0,3,513,0,0,96,0,0,0,0,5,2008,-1.04378881431584
457,458,20,53227,4,6,1954,1994,1116,248,1364,1663,0,1663,1,1,0,2,1,6,2,2,529,224,137,0,0,0,0,0,3,2008,0.9450709807100299
458,459,70,5100,8,7,1925,1996,0,588,588,833,833,1666,0,1,0,3,1,7,1,1,228,192,63,0,0,0,0,0,6,2008,-0.25076244034982864
459,460,50,7015,5,4,1950,1950,185,524,709,979,224,1203,1,1,0,3,1,5,1,1,352,0,0,248,0,0,0,0,7,2009,-0.8927361716556474
460,461,60,8004,8,5,2009,2009,544,288,832,832,1103,1935,1,2,1,3,1,8,0,2,552,0,150,0,0,0,0,0,12,2009,1.038660680558241
461,462,70,7200,7,9,1936,2007,350,0,560,575,560,1135,1,1,0,3,1,6,0,2,576,256,0,0,0,0,0,0,4,2009,-0.326288761679925
462,463,20,8281,5,5,1965,1965,553,0,864,864,0,864,0,1,0,3,1,5,1,1,360,0,0,236,0,0,0,0,12,2009,-1.4921256454515135
463,464,70,11988,6,7,1934,1995,326,389,715,849,811,1660,0,1,1,3,1,6,1,1,240,0,0,0,0,0,0,0,8,2008,0.09791740979078276
464,465,20,8430,5,5,1978,1978,616,424,1040,1040,0,1040,0,2,0,3,1,5,0,0,0,0,0,0,0,0,0,0,8,2009,-0.7165080885520894
465,466,120,3072,7,5,2004,2004,0,1375,1375,1414,0,1414,0,2,0,2,1,6,1,2,398,144,20,0,0,0,0,0,5,2006,-0.02745628361717715
466,467,20,10628,7,5,1970,1970,778,499,1277,1277,0,1277,1,1,0,2,1,5,1,2,526,0,0,0,0,176,0,0,4,2007,-0.1752361190197323
467,468,70,9480,5,7,1942,1995,386,342,728,888,756,1644,0,1,1,3,1,7,2,1,312,168,0,0,0,0,0,0,6,2007,-0.4332843835642281
468,469,20,11428,8,5,2006,2006,0,1626,1626,1634,0,1634,0,2,0,3,1,7,1,3,866,0,44,0,0,0,0,0,5,2007,0.8695446593799336
469,470,60,9291,6,5,1993,1993,426,406,832,832,878,1710,0,2,1,3,1,7,0,2,506,144,70,0,0,0,0,0,6,2008,0.07651828541392214
470,471,120,6820,8,5,1985,1985,368,0,1488,1502,0,1502,1,1,1,1,1,4,0,2,528,0,54,0,0,140,0,0,6,2010,0.39121129095599017
471,472,60,11952,7,6,1977,1977,0,808,808,1161,808,1969,0,2,1,3,1,8,1,2,534,0,0,0,0,276,0,0,11,2007,0.1142814460789703
472,473,180,3675,6,5,2005,2005,459,88,547,1072,0,1072,1,1,0,2,1,5,0,2,525,0,28,0,0,0,0,0,6,2008,-0.41440280323170403
473,474,20,14977,8,5,2006,2007,1350,626,1976,1976,0,1976,1,2,0,2,1,7,1,3,908,250,63,0,0,0,0,0,7,2007,3.2612115014996506
474,475,120,5330,8,5,2000,2000,1196,298,1494,1652,0,1652,1,2,0,2,1,6,0,2,499,96,48,0,0,0,0,0,8,2007,0.8821323796016163
475,476,20,8480,5,6,1963,1963,630,340,970,970,0,970,1,1,0,2,1,5,0,2,624,0,24,0,0,192,0,0,7,2007,-0.6095124666677862
476,477,20,13125,6,5,1997,1998,994,484,1478,1493,0,1493,1,2,0,3,1,7,1,2,508,140,39,0,0,0,0,0,4,2008,0.35218935826877373
477,478,60,13693,9,5,2006,2006,0,2153,2153,2069,574,2643,0,2,1,3,1,9,1,3,694,414,84,0,0,0,0,0,3,2007,2.505948288198687
478,479,20,10637,8,5,2007,2008,1288,417,1705,1718,0,1718,1,2,0,3,1,7,1,3,826,208,44,0,0,0,0,0,9,2009,1.4611675097990215
479,480,30,5925,4,7,1937,2000,168,739,907,1131,0,1131,0,1,0,2,1,7,0,2,672,0,72,0,0,0,0,0,3,2007,-1.151149480086572
480,481,20,16033,9,5,2004,2005,1261,572,1833,1850,0,1850,1,2,0,3,1,8,1,3,772,519,112,0,0,0,0,0,3,2006,1.8262113962278204
481,482,20,11846,9,5,2003,2004,1567,225,1792,1792,0,1792,1,2,0,2,1,6,1,3,874,206,49,0,0,0,0,0,8,2006,2.430421966868591
482,483,70,2500,7,8,1915,2005,299,611,910,916,910,1826,1,1,1,4,1,7,1,1,164,0,0,0,0,0,0,0,6,2009,-0.326288761679925
483,484,120,4500,6,5,1998,1998,897,319,1216,1216,0,1216,1,2,0,2,1,5,0,2,402,0,125,0,0,0,0,0,5,2006,-0.21299927968478047
484,485,20,7758,5,7,1962,2001,588,411,999,999,0,999,1,1,0,3,1,6,0,1,264,0,132,0,0,0,0,0,3,2007,-0.6095124666677862
485,486,20,9600,5,7,1950,2007,607,506,1113,1113,0,1113,0,1,0,3,1,5,1,1,264,0,80,120,0,0,0,0,7,2009,-0.42699052345338673
486,487,20,10289,5,7,1965,1965,836,237,1073,1073,0,1073,1,1,1,3,1,6,0,2,515,0,0,0,0,0,0,0,6,2007,-0.31370104145824224
487,488,20,12243,5,6,1971,1971,998,486,1484,1484,0,1484,0,2,0,3,1,7,1,2,487,224,0,0,0,180,0,0,2,2007,-0.07453435724627053
488,489,190,10800,5,4,1900,1970,664,290,954,1766,648,2414,0,2,0,3,2,10,1,2,520,142,0,0,0,0,0,0,5,2006,-0.26335016057151134
489,490,180,1526,4,8,1970,2002,515,115,630,630,0,630,1,1,0,1,1,3,0,1,286,0,0,0,0,0,0,0,5,2009,-1.1948414569760328
490,491,160,2665,5,6,1976,1976,0,264,264,616,688,1304,0,1,1,3,1,4,1,1,336,141,24,0,0,0,0,0,6,2008,-0.8297975705472338
491,492,50,9490,6,7,1941,1950,403,238,806,958,620,1578,1,1,0,3,1,5,2,1,240,0,0,32,0,0,0,0,8,2006,-0.6032186065569448
492,493,60,15578,6,5,2006,2006,0,728,728,728,728,1456,0,2,1,3,1,8,0,2,429,0,0,0,0,0,0,0,5,2006,-0.10241615753729776
493,494,20,7931,5,6,1960,1960,374,363,1269,1269,0,1269,0,1,1,3,1,6,1,1,308,0,0,0,0,0,0,0,6,2008,-0.326288761679925
494,495,30,5784,5,8,1938,1996,0,190,190,886,0,886,0,1,0,2,1,4,0,1,273,144,20,80,0,0,0,0,12,2009,-1.1281265398011144
495,496,30,7879,4,5,1920,1950,495,225,720,720,0,720,0,1,0,2,1,4,0,0,0,0,523,115,0,0,0,0,11,2009,-1.83807396030402
496,497,20,12692,8,5,1992,1993,1231,1969,3200,3228,0,3228,1,3,0,4,1,10,1,2,546,264,75,291,0,0,0,0,5,2007,3.1353342992828237
497,498,50,9120,7,6,1925,1950,329,697,1026,1133,687,1820,1,2,0,4,1,8,0,1,240,0,100,0,0,0,0,0,6,2008,0.038755124748873965
498,499,20,7800,5,7,1967,2004,450,414,864,899,0,899,0,1,0,3,1,5,0,1,288,64,0,0,0,0,0,0,6,2009,-0.640981767221993
499,500,20,7535,5,7,1958,1985,111,522,912,912,0,912,0,1,0,2,1,5,0,1,297,12,285,0,0,0,0,480,6,2007,-0.7668589694388203
500,501,160,1890,6,5,1973,1973,356,316,672,672,546,1218,0,1,1,3,1,7,0,1,264,144,28,0,0,0,0,0,5,2007,-0.8549730109905993
501,502,60,9803,7,5,2005,2005,400,466,866,866,902,1768,0,2,1,3,1,7,0,2,603,0,108,0,0,0,0,0,2,2008,0.5762507782147261
502,503,20,9170,5,7,1965,1965,698,420,1214,1214,0,1214,1,1,0,2,1,6,0,2,461,0,0,184,0,0,0,400,4,2007,-0.5151045650051658
503,504,20,15602,7,8,1959,1997,1247,254,1501,1801,0,1801,1,2,0,1,1,6,2,2,484,0,54,0,0,161,0,0,3,2010,1.3604657480255598
504,505,160,2308,6,5,1974,1974,257,103,855,855,467,1322,0,2,1,3,1,6,1,2,440,260,0,0,0,0,0,0,6,2009,-0.42699052345338673
505,506,90,7596,5,5,1952,1952,0,960,960,960,1000,1960,0,2,0,4,2,10,0,2,400,0,0,0,0,0,0,0,7,2009,-0.7102142284412479
506,507,60,9554,8,5,1993,1994,380,397,777,1065,846,1911,0,2,1,3,1,8,1,2,471,182,81,0,0,0,0,0,9,2006,0.4289744516210383
507,508,20,7862,6,5,2009,2009,27,1191,1218,1218,0,1218,0,2,0,2,1,4,0,2,676,0,102,0,0,0,0,0,9,2009,0.3446367261357641
508,509,70,9600,7,9,1928,2005,141,548,689,689,689,1378,0,2,0,3,1,7,1,2,360,0,0,116,0,0,0,0,10,2008,-0.25076244034982864
509,510,20,9600,5,6,1959,1959,991,50,1041,1041,0,1041,1,1,0,3,1,6,0,1,270,224,88,0,0,0,0,0,7,2009,-0.7102142284412479
510,511,20,14559,5,7,1951,2000,650,178,1008,1363,0,1363,1,1,0,2,1,6,2,1,288,324,42,0,0,168,0,2000,6,2009,-0.20167033148526603
511,512,120,6792,7,5,2005,2006,0,1368,1368,1368,0,1368,0,2,0,2,1,6,1,2,474,132,35,0,0,0,0,0,3,2006,0.273704922686582
512,513,20,9100,5,5,1958,1958,521,169,864,864,0,864,1,1,0,3,1,5,0,2,624,0,0,0,0,0,0,0,7,2006,-0.6422405392441612
